Date,Filename,Title,Download Url,Threat Actor,Victim Country,Zero-Day,Attack Vector,Malware,Target Sector
2019-12-12,cta-2019-1212,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.12.12.Operation_Gamework/cta-2019-1212.pdf,Gamaredon Group,"Ukraine, Middle East, and Saudi organizations.",Not mentioned,Not mentioned,Not mentioned,Not mentioned
2019-12-17,"CN_Dacls, the Dual platform RAT",,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.12.17.Dacls_RAT/CN_Dacls%2C%20the%20Dual%20platform%20RAT.pdf,Lazarus Group,Not mentioned,FALSE,Exploit Vulnerability,"Dacls RAT, Win32.Dacls, Linux.Dacls, Socat, Confluence CVE-2019-3396 Payload, Log Collector, NukeSped.",Corporations and Businesses
2019-12-26,Targeting Portugal_ A new trojan 'Lampion' has spread using template emails from the Portuguese Government Finance & Tax,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.12.26.Trojan-Lampion/Targeting%20Portugal_%20A%20new%20trojan%20%27Lampion%27%20has%20spread%20using%20template%20emails%20from%20the%20Portuguese%20Government%20Finance%20%26%20Tax.pdf,Not mentioned,Portugal,Not mentioned,SpearPhishing,"Lampion, Trojan-Banker.Win32.ChePro family, VMProtector 3.x, certmgr.exe, SBIEDLL.DLL.","Government and defense agencies, Individuals"
2019-12-29,BRONZE PRESIDENT Targets NGOs,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.12.29_BRONZE_PRESIDENT_NGO/BRONZE%20PRESIDENT%20Targets%20NGOs.pdf,BRONZE PRESIDENT,"Mongolia, India, and other countries in East, South, and Southeast Asia adjacent to the PRC.",Not mentioned,Phishing,"Nbtscan, Nmap, Wmiexec, China Chopper, Powerview.ps1, PowerSploit, PVE Find AD User, AdFind, NetSess, Netview, TeamViewer, Cobalt Strike, RCSession, ORat.","Non-Governmental Organizations (NGOs) and Nonprofits, Government and defense agencies"
2020-01-13,Reviving MuddyC3 Used by MuddyWater (IRAN) APT,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.01.13.muddyc3.Revived/Reviving%20MuddyC3%20Used%20by%20MuddyWater%20%28IRAN%29%20APT.pdf,MuddyWater,"Middle East, Central Asia, Turkey, Pakistan, and Tajikistan.",Not mentioned,"SpearPhishing, Malicious Documents","MuddyC3, POWERSTATS",Not mentioned
2020-01-16,JSAC2020_3_takai_jp,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/other/JSAC2020_3_takai_jp.pdf,Operation Bitter Biscuit group,"Russia, South Korea, and the Middle East",FALSE,"SpearPhishing, Malicious Documents, Exploit Vulnerability","Bisonal, csrcc.exe, Acrobat.exe, conime.exe, checkers.exe, tools.exe, s.exe",Corporations and Businesses
2020-01-20,ASEC_REPORT_vol.97_ENG,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/Report/AhnLab/ASEC_REPORT_vol.97_ENG.pdf,Not mentioned,"Worldwide, including South Korea.",TRUE,Not mentioned,"GandCrab Ransomware, Miner, BlueCrab, Heaven's Gate.",Not mentioned
2020-01-31,welivesecurity.com-Winnti Group targeting universities in Hong Kong,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.01.31.Winnti_universities_in_HK/welivesecurity.com-Winnti%20Group%20targeting%20universities%20in%20Hong%20Kong.pdf,Winnti Group,Hong Kong,Not mentioned,Not mentioned,"ShadowPad, PortReuse backdoor, skip-2.0, Win32/Shadowpad.C trojan, Win64/Winnti.CA trojan",Education and research institutions
2020-02-17,CLAMBLING - A New Backdoor Base On Dropbox (EN),,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.02.17_CLAMBLING_Dropbox_Backdoor/CLAMBLING%20-%20A%20New%20Backdoor%20Base%20On%20Dropbox%20%28EN%29.pdf,Not mentioned,Southeast Asia,Not mentioned,Not mentioned,"CLAMBLING, Dropbox API, mimikatz, UAC bypass tools.",Corporations and Businesses
2020-03-05,Guildma_ The Devil drives electric _ WeLiveSecurity,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.03.05_Guildma/Guildma_%20The%20Devil%20drives%20electric%20_%20WeLiveSecurity.pdf,Not mentioned,"Latin American region, specifically Brazil.",Not mentioned,SpearPhishing,"Guildma, MailPassView, WebBrowserPassView, rundll32.exe, WMIC.exe, BITSAdmin.exe, ExtExport.exe, cscript.exe.","Financial institutions, Individuals"
2020-03-10,2020_03_Threat_Alert_Hacking_the_Hackers,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.03.10.WHO_HACKING_THE_HACKERS/2020_03_Threat_Alert_Hacking_the_Hackers.pdf,Not mentioned,Worldwide,Not mentioned,"Social Engineering, Website Equipping",njRat,Not mentioned
2020-03-11,Tech Brief_Operation Overtrap Targets Japanese Online Banking Users,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.03.11.Operation_Overtrap/Tech%20Brief_Operation%20Overtrap%20Targets%20Japanese%20Online%20Banking%20Users.pdf,Operation Overtrap,Japan,FALSE,"Phishing, Drive-by Download, Exploit Vulnerability, Website Equipping.","Metasploit encoders, Shikata Ga Nai encoder, XOR dynamic encoder, Cinobi, unzip.exe, Tor, Bottle Exploit Kit (BottleEK).","Financial institutions, Individuals"
2020-03-15,"APT36 jumps on the coronavirus bandwagon, delivers Crimson RAT _ Malwarebytes Labs",,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.03.15_APT36_Crimson_RAT/APT36%20jumps%20on%20the%20coronavirus%20bandwagon%2C%20delivers%20Crimson%20RAT%20_%20Malwarebytes%20Labs.pdf,APT36,India,FALSE,"SpearPhishing, Watering Hole, Exploit Vulnerability, Malicious Documents, Social Engineering.","Crimson RAT, .Net.",Government and defense agencies.
2020-03-26,iOS exploit chain deploys 'LightSpy' feature-rich malware _ Securelist,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.03.26_LightSpy_TwoSail_Junk_APT/iOS%20exploit%20chain%20deploys%20%E2%80%9CLightSpy%E2%80%9D%20feature-rich%20malware%20_%20Securelist.pdf,TwoSail Junk,"Hong Kong, China, Southeast Asia",Not mentioned,"Watering Hole, Exploit Vulnerability, Drive-by Download","LightSpy, Lotus Elise, Evora, Vue.js, Webpack, TwoSail Junk RDP server, Android malware.",Individuals
2020-04-07,New Ursnif campaign_ a shift from PowerShell to Mshta,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.04.07_New_Ursnif_Campaign/New%20Ursnif%20campaign_%20a%20shift%20from%20PowerShell%20to%20Mshta.pdf,Not mentioned,Not mentioned,Not mentioned.,Malicious Documents,"Ursnif (aka Gozi aka Dreambot), PowerShell, Mshta, regsvr32, rundll32, XMLHTTP object, stream object, shell object, ActiveX.",Financial institutions
2020-04-15,[TLP-White]20200415 Chimera_V4.1,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.04.15_Chimera_APT/%5BTLP-White%5D20200415%20Chimera_V4.1.pdf,Chimera,Taiwan,Not mentioned,Credential Reuse,"SkeletonKeyInjector, Dumpert, Mimikatz, Cobalt Strike, BaseClient.exe, RAR program.","Corporations and Businesses, Manufacturing"
2020-04-16,White Ops _ Inside the Largest Connected TV Botnet Attack,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.04.16_ICEBUCKET_TV_Bot_Attack/White%20Ops%20_%20Inside%20the%20Largest%20Connected%20TV%20Botnet%20Attack.pdf,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"Corporations and Businesses, Media and entertainment companies"
2020-04-20,WINNTI GROUP_ Insights From the Past,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.04.20_Winnti_from_the_past/WINNTI%20GROUP_%20Insights%20From%20the%20Past.pdf,"The Winnti Group (also known as APT41, BARIUM, and Blackfly).","South Korea, Germany, Europe, South Asia, Taiwan.",FALSE,Exploit Vulnerability,"Cobalt Strike, Meterpreter, Winnti samples, DSEFix (Driver Signature Enforcement Overrider), iodine, and VirtualBox driver.","Government and defense agencies, Corporations and Businesses, Financial institutions, Media and entertainment companies."
2020-04-27,ESET_Threat_Report_Q12020,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/Report/ESET/ESET_Threat_Report_Q12020.pdf,"Winnti Group, Turla","For web threats, ESET customers in Russia, Peru, Japan, the United States, and France had the largest numbers of web threat blocks. For email threats (spam), targeted countries are not mentioned.",Not mentioned,"Phishing (HTML/Phishing.Agent), Removable Media (Win/Phorpiex, VBS/Agent), Social Engineering (Win/Agent), Drive-by Download (JS/Agent), Website Equipping (JS/Agent).","JS/Agent trojan, VBS/Agent worm, Win/Agent worm, HTML/Phishing.Agent trojan, Win/Phorpiex worm, Win/HackTool.Equation trojan (NSA/Shadow Brokers tools), Attor spy platform.","Energy and utilities, Critical infrastructure, Healthcare, Corporations and Businesses, Manufacturing."
2020-05-05,Nazar_ Spirits of the Past - Check Point Research,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.05.05.Nazar_APT/Nazar_%20Spirits%20of%20the%20Past%20-%20Check%20Point%20Research.pdf,Nazar,Not mentioned,Not mentioned,Exploit Vulnerability,"Filesystem.dll, Nazar malware, Godown.dll, KeyDLL3, KeyBoard Hooks, hodll.dll, ViewScreen.dll, BMGLib, TeDi.",Not mentioned
2020-05-06,Prevailion Blog_ Phantom in the Command Shell,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.05.06_Phantom_EVILNUM/Prevailion%20Blog_%20Phantom%20in%20the%20Command%20Shell.pdf,Not mentioned,Not mentioned.,Not mentioned,"SpearPhishing, Social Engineering, Malicious Documents","EVILNUM malware, Phantom, Javascript, Python 2.7 interpreter, Windows Script Component (.sct) files, cmd.exe, cSCripT, rundll32, WMI.","Financial institutions, Cloud/IoT services"
2020-05-07,Naikon APT_ Cyber Espionage Reloaded - Check Point Research,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.05.07_Naikon_APT_Reloaded/Naikon%20APT_%20Cyber%20Espionage%20Reloaded%20-%20Check%20Point%20Research.pdf,Naikon APT group,"Australia, Indonesia, the Philippines, Vietnam, Thailand, Myanmar and Brunei.",Not mentioned,"SpearPhishing (malicious email), Malicious Documents (RTF files, archive files with malicious DLLs, executable loaders), Exploit Vulnerability (RoyalRoad exploit, DLL hijacking).","Aria-body backdoor, RoyalRoad weaponizer/exploit builder, intel.wll loader, malicious DLL, XsFunction backdoor.",Government and defense agencies.
2020-05-11,zscaler.com-Attack on Indian Government Financial Institutions,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.05.11.JsOutProx_RAT_Targeted_Attacks/zscaler.com-Attack%20on%20Indian%20Government%20Financial%20Institutions.pdf,Not mentioned,India,Not mentioned,SpearPhishing,"JsOutProx RAT, Allatori","Government and defense agencies, Financial institutions"
2020-05-14,COMpfun authors spoof visa application with HTTP status-based Trojan _ Securelist,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.05.14.COMpfun/COMpfun%20authors%20spoof%20visa%20application%20with%20HTTP%20status-based%20Trojan%20_%20Securelist.pdf,Turla APT,Europe,Not mentioned,"Social Engineering, Malicious Documents","COMPfun malware, HTTP status-based Trojan",Government and defense agencies
2020-05-14,Cybersecurity_ Tool leaks are very interesting occurrences in cyber security. _ Deutsche Telekom,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.05.14.LOLSnif/Cybersecurity_%20Tool%20leaks%20are%20very%20interesting%20occurrences%20in%20cyber%20security.%20_%20Deutsche%20Telekom.pdf,Not mentioned,Not mentioned,Not mentioned,SpearPhishing,"Ursnif (LOLSnif), LOLBins, Windows system tools, regsvr32.exe, mshta.exe, powershell.exe, Cobalt Strike BEACON, TeamViewer VNC client.",Not mentioned
2020-05-14,dl-20200511-lolsnif-appendix-b-en,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.05.14.LOLSnif/dl-20200511-lolsnif-appendix-b-en.pdf,Not mentioned,Not mentioned,Not mentioned,Drive-by Download,Not mentioned.,Not mentioned
2020-05-18,APT-C-23.cn,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.05.18_APT-C-23/APT-C-23.cn.pdf,双尾蝎组织 (APT-C-23),"Relevant countries in the Middle East, including Israel.",Not mentioned,"Phishing, Social Engineering",Not mentioned,Government and defense agencies
2020-05-19,Sophisticated Espionage Group Turns Attention to Telecom Providers in South Asia _ Symantec Blogs,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.05.19.Greenbug_South_Asia/Sophisticated%20Espionage%20Group%20Turns%20Attention%20to%20Telecom%20Providers%20in%20South%20Asia%20_%20Symantec%20Blogs.pdf,Greenbug espionage group,South Asia,Not mentioned,SpearPhishing and Malicious Documents.,"bitsadmin, revshel-l.exe, printer-s.exe, msf.exe, msf.ps1, Metasploit, Mimikatz, Plink, Trojan.Ismdoor, GRUNTStager.hta, Covenant post-exploitation framework, ncat.exe, comms.exe, Bitvise command line tunneling client, oracle local.exe, adobeadobe.exe, oracle java.ee.","Government: Government and defense agencies; Investment: Financial institutions; Education: Education and research institutions; Telecoms, Aviation: Critical infrastructure"
2020-05-25,mpressioncss_ta_report_2019_4,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/Report/2019.H2_macnica_TeamT5/mpressioncss_ta_report_2019_4.pdf,Tick,Not mentioned,Not mentioned,Malicious Documents,"WFSTJPO 3""5, NTIUNM EMM, ANEL, LODININFO, Bifrose",Corporations and Businesses
2020-05-27,Alert Number MI-000148-MW APT Actors Exploiting Fortinet Vulnerabilities to Gain Access for Malicious Activity,,https://www.ic3.gov/Media/News/2021/210527.pdf,Not mentioned,U.S.,FALSE,Exploit Vulnerability,"Audio.exe, frpc.exe, Frps.exe, Mimikatz, MinerGate, WinPEAS, SharpWMI, BitLocker, WinRAR, FileZilla.",Government and defense agencies.
2020-05-28,The zero-day exploits of Operation WizardOpium _ Securelist,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.05.28_Operation_WizardOpium/The%20zero-day%20exploits%20of%20Operation%20WizardOpium%20_%20Securelist.pdf,Not mentioned,Not mentioned,TRUE,Watering Hole,Not mentioned,Individuals
2020-06-08,TA410_ The Group Behind LookBack Attacks Against U.S. Utilities Sector Returns with New Malware _ Proofpoint US,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.06.08.TA410/TA410_%20The%20Group%20Behind%20LookBack%20Attacks%20Against%20U.S.%20Utilities%20Sector%20Returns%20with%20New%20Malware%20_%20Proofpoint%20US.pdf,TA410,United States (U.S.),Not mentioned,"Phishing, Malicious Documents","LookBack, FlowCloud, EhStorAuthn.exe, QQSetupEx.exe, dlcore.dll, rebare.dat, rescure.dat, responsor.dat, rescure86.dat, rescure64.dat, EhStorAuthn_shadow.exe, hhw.exe, hha.dll.",Energy and utilities
2020-06-11,Gamaredon group grows its game _ WeLiveSecurity,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.06.11.Gamaredon_group/Gamaredon%20group%20grows%20its%20game%20_%20WeLiveSecurity.pdf,Gamaredon group,"Mostly against Ukrainian institutions, with some collateral damage seen in regions like Japan.",Not mentioned,"SpearPhishing, Malicious Documents","DOC/TrojanDownloader.Agent.ARJ, Win32/Pterodo.XG.-gen, Win32/Pterodo.ZM, MSIL/Pterodo.CD, MSIL/Pterodo.CA, Win32/Pterodo.XC, MSIL/Pterodo.DP, Win32/Pterodo.YE, Outlook VBA module, remote template injectors for Word and Excel documents, C# downloader.",Not mentioned
2020-06-23,WastedLocker_ A New Ransomware Variant Developed By The Evil Corp Group - NCC Group Research,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.06.23.WastedLocker_Evil_Corp_Group/WastedLocker_%20A%20New%20Ransomware%20Variant%20Developed%20By%20The%20Evil%20Corp%20Group%20%E2%80%93%20NCC%20Group%20Research.pdf,Evil Corp,North America (mainly USA) and Western Europe.,Not mentioned,"Drive-by Download, Social Engineering","WastedLocker, CobaltStrike, Donut, CryptOne, Gozi ISFB v2, Netwalker, SmokeLoader, SecTool checker.",Not mentioned
2020-06-29,Talos Blog __ Cisco Talos Intelligence Group - Comprehensive Threat Intelligence_ PROMETHIUM extends global reach with StrongPity3 APT,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.06.29.PROMETHIUM_StrongPity3_APT/Talos%20Blog%20__%20Cisco%20Talos%20Intelligence%20Group%20-%20Comprehensive%20Threat%20Intelligence_%20PROMETHIUM%20extends%20global%20reach%20with%20StrongPity3%20APT.pdf,PROMETHIUM,"Colombia, India, Canada, Vietnam, and Turkey.",Not mentioned,"Watering Hole, Website Equipping.","StrongPity, StrongPity2, StrongPity3, FinSpy, Wintask.xml",Not mentioned
2020-07-06,North Korean hackers are skimming US and European shoppers - Sansec,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.07.06_North_Korean_Magecart/North%20Korean%20hackers%20are%20skimming%20US%20and%20European%20shoppers%20%E2%80%93%20Sansec.pdf,Lazarus/HIDDEN COBRA,"US, European shoppers, UK, Australia.",Not mentioned,"SpearPhishing, Malicious Documents, Exploit Vulnerability.",Not mentioned.,"Corporations and Businesses, Individuals."
2020-07-14,Welcome Chat as a secure messaging app_ Nothing could be further from the truth _ WeLiveSecurity,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.07.14_Molerats_Middle_East_APT/Welcome%20Chat%20as%20a%20secure%20messaging%20app_%20Nothing%20could%20be%20further%20from%20the%20truth%20_%20WeLiveSecurity.pdf,"Gaza Hackers, also known as Molerats.","Middle East, Palestinian targets",Not mentioned,Social Engineering,"Welcome Chat, BadPatch, Android/Spy.Agent.ALY",Individuals
2020-07-15,2020-07-the-fake-cisco,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2020/2020.07.15_the_Fake_CISCO/2020-07-the-fake-cisco.pdf,Not mentioned,US,TRUE,Not mentioned,Not mentioned,"Manufacturing, Critical infrastructure, Corporations and Businesses."
